index,dateTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseVol,takerBuyQuoteVol,ignore
28,2022-05-25 02:30:00,2000.35000000,2020.00000000,1998.80000000,2015.44000000,21175.32480000,1653447599999,42595513.06057300,20035,11647.88910000,23430946.94883700,0
29,2022-05-25 03:00:00,2015.45000000,2019.84000000,2010.57000000,2012.83000000,9037.89030000,1653449399999,18213957.36755800,12029,4143.93010000,8350871.93984800,0
30,2022-05-25 03:30:00,2012.83000000,2022.34000000,2008.82000000,2014.20000000,9236.12270000,1653451199999,18606155.81056100,12080,4608.83580000,9284409.87987400,0
31,2022-05-25 04:00:00,2014.20000000,2015.30000000,2006.98000000,2008.25000000,6303.79550000,1653452999999,12669220.19866500,9486,2775.26170000,5577264.78336800,0
32,2022-05-25 04:30:00,2008.25000000,2009.00000000,2002.94000000,2006.15000000,6662.25430000,1653454799999,13362347.97465700,9334,2954.76350000,5926153.44677200,0
33,2022-05-25 05:00:00,2006.16000000,2011.64000000,2003.63000000,2006.82000000,5215.02150000,1653456599999,10468550.76566100,7718,2612.25170000,5244105.76159600,0
34,2022-05-25 05:30:00,2006.82000000,2006.82000000,1985.42000000,1987.56000000,11269.66890000,1653458399999,22465721.03466700,16404,4829.00280000,9624314.36417900,0
35,2022-05-25 06:00:00,1987.56000000,1989.98000000,1973.33000000,1977.79000000,10412.10610000,1653460199999,20625026.70810700,13322,4757.36760000,9424652.53576900,0
36,2022-05-25 06:30:00,1977.79000000,1988.05000000,1975.19000000,1984.83000000,6590.51180000,1653461999999,13073619.32211400,8205,3770.19290000,7478347.83385300,0
37,2022-05-25 07:00:00,1984.82000000,1987.33000000,1978.87000000,1979.45000000,5358.98860000,1653463799999,10625451.09118900,6486,2434.36290000,4826643.65277500,0
38,2022-05-25 07:30:00,1979.46000000,1981.93000000,1974.42000000,1977.04000000,5039.79060000,1653465599999,9966551.15250100,7869,2569.07570000,5080628.11872400,0
39,2022-05-25 08:00:00,1977.04000000,1978.00000000,1961.47000000,1975.26000000,10575.06320000,1653467399999,20850733.87378000,13577,4984.32070000,9826836.89612700,0
40,2022-05-25 08:30:00,1975.27000000,1981.98000000,1968.46000000,1976.69000000,9408.04130000,1653469199999,18581398.97360300,11733,5042.08210000,9956088.58646700,0
41,2022-05-25 09:00:00,1976.68000000,1980.74000000,1963.95000000,1966.79000000,12255.14490000,1653470999999,24137521.19586700,13163,5611.42460000,11051860.35016400,0
42,2022-05-25 09:30:00,1966.79000000,1978.74000000,1965.90000000,1975.30000000,6723.65830000,1653472799999,13265137.57499100,9490,3660.40210000,7220129.58496100,0
43,2022-05-25 10:00:00,1975.30000000,1978.42000000,1966.00000000,1971.56000000,6718.86310000,1653474599999,13247528.73928900,8932,3144.87650000,6200729.96773300,0
44,2022-05-25 10:30:00,1971.55000000,1971.56000000,1962.40000000,1963.44000000,6545.58300000,1653476399999,12871143.42009600,8156,3075.42930000,6046284.06371100,0
45,2022-05-25 11:00:00,1963.44000000,1966.64000000,1947.02000000,1949.40000000,12075.73820000,1653478199999,23620325.00151800,16190,5576.60130000,10908182.48497200,0
46,2022-05-25 11:30:00,1949.40000000,1951.35000000,1942.30000000,1944.07000000,12758.50200000,1653479999999,24828254.86366700,15155,6556.45470000,12757525.37090900,0
47,2022-05-25 12:00:00,1944.08000000,1949.30000000,1934.61000000,1948.16000000,8362.55960000,1653481799999,16244737.90412200,9488,3827.99370000,7435183.22653200,0
